GEOID,2020_eviction,2021_eviction,2022_eviction,2023_eviction,own_occ_rate,pop,hh,r_hh,eviction_rate,rank_eviction_rate,corp_own_rate,rank_corp_own_rate,non_white_rate,rank_non_white_rate,o_mhi,mhi,rank_mhi,r_mhi,rank_r_mhi,white_rate,black_rate,hispanic_rate,asian_rate,othr_race_rate
25025010204,5.0,5.0,4.0,11.0,0.1762048192771084,3173,1188,978,1.1239758954566996,107.0,0.2936746987951807,19.0,32.74503624330286,111.0,54054.0,31389.0,35.0,30000.0,56.0,67.25496375669712,2.8364323983611723,5.609832965647652,21.084147494484714,3.2146233848093395
25025010300,4.0,0.0,0.0,8.0,0.1164658634538152,4861,395,348,2.29228998849252,83.0,0.1606425702811245,94.0,30.4464102036618,117.0,76875.0,27438.0,27.0,25625.0,39.0,69.5535897963382,7.755605842419255,9.401357745319892,9.812795721045052,3.476650894877597
25025010403,16.0,3.0,7.0,44.0,0.194059405940594,3003,2025,1632,2.6960293626960294,71.0,0.2415841584158415,33.0,43.85614385614386,92.0,61442.0,16786.0,11.0,16218.0,15.0,56.14385614385614,9.823509823509823,9.756909756909756,20.912420912420913,3.363303363303366
25025010404,2.0,0.0,1.0,14.0,0.1235370611183355,5817,1810,1586,0.8825024181517124,115.0,0.2613784135240572,26.0,30.067044868488914,118.0,66058.0,16735.0,10.0,15599.0,10.0,69.9329551315111,4.452466907340553,6.635722881210246,16.090768437338834,2.888086642599273
25025010405,5.0,5.0,6.0,25.0,0.0930787589498806,5522,966,876,2.8536013947913257,68.0,0.3532219570405728,4.0,31.781963056863454,112.0,63500.0,13580.0,3.0,12699.0,3.0,68.21803694313654,7.7145961608113005,7.8775805867439335,12.984425932633103,3.205360376675122
25025010408,1.0,6.0,3.0,8.0,0.2302405498281786,1426,943,725,1.1021057415543096,110.0,0.2474226804123711,29.5,28.892005610098177,122.0,205054.0,51078.0,84.0,46944.0,110.0,71.10799438990182,3.506311360448808,9.326788218793828,14.446002805049089,1.6129032258064573
25025010500,4.0,5.0,6.0,8.0,0.2755298651252408,3044,1655,1198,0.6672237577939192,129.0,0.3468208092485549,5.0,35.28252299605782,106.0,250001.0,42099.0,60.0,37188.0,86.0,64.71747700394218,10.11826544021025,9.559789750328514,13.304862023653088,2.299605781865967
25025010600,15.0,10.0,15.0,23.0,0.3104786545924967,2858,1854,1278,1.7991625024540012,91.0,0.2522639068564036,27.0,24.45766270118964,130.0,80313.0,75547.0,132.0,73854.0,150.0,75.54233729881035,4.688593421973408,5.458362491252624,12.631210636808957,1.679496151154659
25025010701,0.0,3.0,3.0,1.0,0.2835689045936396,2478,1396,1000,0.09998622098014762,161.0,0.2685512367491166,25.0,18.926553672316384,137.0,250001.0,98786.0,157.0,81518.0,156.0,81.07344632768361,2.3002421307506054,5.488297013720742,8.514931396287329,2.6230831315577117
25025010702,1.0,3.0,1.0,2.0,0.2941919191919191,2400,1402,989,0.20211351532056168,152.0,0.2512626262626262,28.0,13.333333333333334,151.0,151809.0,90068.0,151.0,82426.0,159.0,86.66666666666667,2.2083333333333335,4.25,5.083333333333333,1.7916666666666616
25025010801,2.0,1.0,2.0,0.0,0.3454221165279429,2783,1651,1080,0.0,165.0,0.1771700356718192,76.0,16.061803808839382,146.0,179453.0,154402.0,165.0,125882.0,167.0,83.93819619116061,2.227811713977722,4.994610132950053,6.683435141933165,2.1559468199784444
25025010802,2.0,5.0,4.0,3.0,0.2915129151291513,3059,1871,1325,0.22631614110101553,150.0,0.2445967316816025,32.0,16.900948022229485,143.0,138996.0,88370.0,147.0,58237.0,135.0,83.09905197777051,1.5364498202026806,3.8901601830663615,9.055246812683885,2.4190912062765584
25025020101,1.0,1.0,5.0,3.0,0.3678779721848362,4193,2473,1563,0.19190938502039198,155.0,0.1973979362943023,61.0,9.80205103744336,155.0,122824.0,94390.0,156.0,79267.0,154.0,90.19794896255664,0.6200810875268304,3.315048891008824,4.435964703076555,1.4309563558311522
25025020200,2.0,3.0,18.0,12.0,0.2697318007662835,3649,2302,1681,0.7138279319137608,125.0,0.2130268199233716,50.0,16.716908742121127,145.0,119479.0,66944.0,123.0,45417.0,104.5,83.28309125787887,3.3159769799945193,4.768429706768978,6.467525349410798,2.164976705946839
25025020301,1.0,4.0,12.0,7.0,0.1906825568797399,2023,1250,1011,0.6919410977242302,127.0,0.1852654387865655,65.0,30.647553138902623,115.0,76500.0,74000.0,130.0,72188.0,148.0,69.35244686109738,2.5210084033613445,5.338606030647553,20.56351952545724,2.2244191794364845
25025020302,4.0,3.0,11.0,12.0,0.3228476821192053,1181,675,457,2.6253735397989675,76.0,0.2350993377483443,38.0,14.394580863674852,149.0,157396.0,93674.0,155.0,64414.0,139.0,85.60541913632514,2.6248941574936495,5.165114309906858,5.080440304826419,1.5241320914479344
25025020303,18.0,25.0,45.0,67.0,0.2645206438068579,3400,1632,1200,5.581927109568851,34.0,0.3079076277116865,10.0,39.794117647058826,100.0,120167.0,91136.0,153.0,82292.0,158.0,60.205882352941174,16.58823529411765,10.970588235294118,9.676470588235295,2.5588235294117645
25025030100,0.0,2.0,2.0,1.0,0.2941176470588235,1954,1276,900,0.11102403343782653,159.0,0.2130365659777424,49.0,6.960081883316274,161.0,80417.0,55278.0,97.0,49640.0,118.0,93.03991811668372,0.9723643807574206,3.480040941658137,1.5353121801432956,0.972364380757424
25025030200,0.0,3.0,3.0,4.0,0.2192513368983957,1665,1044,815,0.49073636697632916,134.0,0.2281639928698752,42.0,8.528528528528529,159.0,69412.0,56082.0,100.0,54770.0,131.0,91.47147147147146,0.4804804804804805,4.1441441441441444,2.1621621621621623,1.7417417417417527
25025030300,16.0,19.0,27.0,25.0,0.3206180589087397,4872,2468,1676,1.4910110249862056,96.0,0.2235634958957025,44.0,18.14449917898194,140.0,173173.0,122309.0,163.0,68393.0,144.0,81.85550082101807,5.1313628899835795,4.905582922824302,5.870279146141215,2.237274220032834
25025030400,0.0,1.0,5.0,1.0,0.23582995951417,2451,1513,1156,0.08649102918196817,162.0,0.23582995951417,36.0,8.078335373317014,160.0,83625.0,60603.0,109.0,56733.0,133.0,91.92166462668298,0.5303957568339454,3.182374541003672,3.0191758465932272,1.3463892288861734
25025030500,1.0,4.0,1.0,0.0,0.4038308060654429,2538,1457,868,0.0,165.0,0.2003192338387869,60.0,9.613869188337274,157.0,136719.0,98906.0,158.0,71207.0,145.0,90.38613081166272,0.512214342001576,3.664302600472813,4.21591804570528,1.2214342001576073
25025040100,0.0,0.0,1.0,1.0,0.4713043478260869,2168,1188,628,0.15921274144958353,158.0,0.1356521739130435,119.0,5.350553505535055,164.0,159485.0,127039.0,164.0,115573.0,166.0,94.64944649446494,0.507380073800738,1.8911439114391144,2.121771217712177,0.8302583025830308
25025040200,3.0,1.0,0.0,4.0,0.5137362637362637,1606,663,322,1.2407222776116096,104.0,0.1153846153846153,132.0,46.388542963885435,84.0,99615.0,48026.0,75.0,35000.0,82.0,53.61145703611457,13.947696139476962,21.85554171855542,8.094645080946451,2.4906600249065978
25025040300,3.0,1.0,6.0,9.0,0.5553772070626003,3882,1894,842,1.0687369195521483,112.0,0.126270733012306,124.0,18.366821226172075,139.0,117294.0,115029.0,160.0,72717.0,149.0,81.63317877382792,3.554868624420402,9.891808346213292,3.7609479649665123,1.1591962905718716
25025040401,3.0,4.0,16.0,13.0,0.504524886877828,2439,1174,581,2.234875887766136,85.0,0.0950226244343891,153.0,17.917179171791716,142.0,117083.0,73184.0,129.0,55516.0,132.0,82.08282082820828,2.050020500205002,5.904059040590406,8.323083230832308,1.6400164001640007
25025040600,8.0,11.0,28.0,31.0,0.4411764705882353,2444,1238,691,4.480911487118442,47.0,0.1902761104441776,63.0,8.551554828150573,158.0,147112.0,116042.0,161.0,81474.0,155.0,91.44844517184943,1.4729950900163666,2.3731587561374794,3.641571194762684,1.0638297872340408
25025040801,2.0,1.0,11.0,14.0,0.4976700838769804,3900,1876,942,1.4856145986209952,97.0,0.1472506989748369,109.0,45.15384615384615,90.0,168813.0,37000.0,50.0,18281.0,22.0,54.84615384615385,7.82051282051282,15.717948717948719,18.461538461538463,3.1538461538461533
25025050101,5.0,24.0,21.0,33.0,0.4352078239608802,5115,1713,967,3.410891501959803,57.0,0.1784841075794621,73.0,72.08211143695014,50.0,84280.0,33939.0,39.0,27700.0,47.0,27.917888563049853,2.5806451612903225,61.3880742913001,5.610948191593352,2.5024437927663703
25025050200,7.0,18.0,26.0,18.0,0.3954685890834191,5231,1695,1024,1.756644706095189,92.0,0.238928939237899,34.0,74.13496463391321,48.0,62083.0,50733.0,81.0,43750.0,103.0,25.86503536608679,2.5807684955075514,65.51328617855094,2.4660676734849933,3.5748422863697225
25025050300,23.0,20.0,50.0,53.0,0.2862903225806452,2251,973,694,7.632054162965028,17.0,0.3427419354838709,6.0,71.12394491337184,51.0,49861.0,15907.0,7.0,15331.0,8.0,28.876055086628167,10.262105730786317,45.66859173700578,10.484229231452687,4.709018214127049
