GEOID,2020_eviction,2021_eviction,2022_eviction,2023_eviction,own_occ_rate,pop,hh,r_hh,eviction_rate,rank_eviction_rate,corp_own_rate,rank_corp_own_rate,non_white_rate,rank_non_white_rate,o_mhi,mhi,rank_mhi,r_mhi,rank_r_mhi,white_rate,black_rate,hispanic_rate,asian_rate,othr_race_rate
25025000601,4.0,4.0,7.0,3.0,0.3583509513742072,3571,1450,930,0.3224450377776515,142.0,0.1849894291754757,66.0,30.551666199943995,116.0,60833.0,54635.0,95.0,54386.0,128.0,69.448333800056,2.2962755530663683,8.064967796135535,15.121814617754131,5.068608232987957
25025000602,15.0,45.0,42.0,43.0,0.2524115755627009,3974,1968,1471,2.922676807413235,65.0,0.2073954983922829,54.0,46.225465525918466,85.0,58667.0,26648.0,25.0,24457.0,36.0,53.77453447408153,10.669350780070458,16.129843985908405,15.978862606945142,3.4474081529944662
25025000701,4.0,18.0,22.0,10.0,0.2099712368168744,4446,2294,1812,0.5517771137877621,131.0,0.186960690316395,64.0,31.39901034637877,113.0,100513.0,51354.0,85.0,45947.0,107.0,68.60098965362124,4.026090868196131,7.489878542510121,16.374269005847953,3.508771929824551
25025000703,9.0,10.0,4.0,14.0,0.1030534351145038,2791,1395,1251,1.1188896514908868,108.0,0.3091603053435114,9.0,38.80329630956646,103.0,78511.0,20129.0,16.0,19068.0,27.0,61.19670369043354,3.045503403797922,6.520960229308491,23.719097097814405,5.517735578645642
25025000704,17.0,25.0,29.0,28.0,0.1619718309859155,4801,2350,1969,1.4217772215269087,99.0,0.2288732394366197,41.0,40.158300354092894,99.0,80106.0,44774.0,63.0,42019.0,97.0,59.8416996459071,5.998750260362424,11.976671526765257,18.20454072068319,3.978337846282024
25025000802,23.0,28.0,37.0,42.0,0.2309801233721727,8136,3011,2315,1.8138483315188338,90.0,0.2844413982179575,21.0,47.246804326450345,83.0,93125.0,36881.0,49.0,28109.0,49.0,52.753195673549655,3.908554572271387,18.018682399213372,19.235496558505407,6.084070796460182
25025000803,0.0,1.0,0.0,0.0,0.1066666666666666,6584,882,787,0.0,165.0,0.1066666666666666,142.0,40.233900364520046,98.0,0.0,28304.0,30.0,28125.0,50.0,59.766099635479954,5.83232077764277,8.748481166464156,21.263669501822598,4.3894289185905215
25025010103,1.0,1.0,0.0,1.0,0.0,4569,490,490,0.20408163265306123,151.0,0.2741935483870967,22.0,43.663821405121475,93.0,76618.0,14953.0,5.0,14009.0,5.0,56.336178594878525,2.845261545195885,7.594659662945941,29.065441015539506,4.1584591814401435
25025010104,3.0,6.0,9.0,4.0,0.1620553359683794,4804,1916,1605,0.24914326229960215,148.0,0.2738565782044043,23.0,34.63780183180683,110.0,101893.0,29818.0,33.0,20542.0,29.0,65.36219816819317,2.6644462947543714,8.513738551207327,20.129059117402164,3.330557868442966
25025010203,33.0,18.0,14.0,21.0,0.1356993736951983,5569,3499,3024,0.6944012989218451,126.0,0.3006263048016701,16.0,35.26665469563656,107.0,82669.0,35303.0,44.0,31515.0,67.0,64.73334530436344,4.99191955467768,10.217274196444603,16.448195367211348,3.6092655773029314
